MIR1302-2HG	chr1	29554	31109
FAM138A	chr1	34554	36081
OR4F5	chr1	65419	71585
OR4F29	chr1	450740	451678
OR4F16	chr1	685716	686654
FAM87B	chr1	817371	819837
LINC00115	chr1	824228	827539
FAM41C	chr1	868071	876903
SAMD11	chr1	923923	944575
NOC2L	chr1	944203	959309
KLHL17	chr1	960584	965719
PLEKHN1	chr1	966482	975865
PERM1	chr1	975198	982117
HES4	chr1	998962	1000172
ISG15	chr1	1001138	1014540
AGRN	chr1	1020120	1056118
RNF223	chr1	1070967	1074306
C1orf159	chr1	1081818	1116361
LINC01342	chr1	1137017	1144056
TTLL10	chr1	1173880	1197936
TNFRSF18	chr1	1203508	1206592
TNFRSF4	chr1	1211326	1214153
SDF4	chr1	1216931	1232031
B3GALT6	chr1	1232237	1235041
C1QTNF12	chr1	1242446	1246722
UBE2J2	chr1	1253909	1273864
LINC01786	chr1	1275223	1280420
SCNN1D	chr1	1280436	1292029
ACAP3	chr1	1292390	1309609
PUSL1	chr1	1308597	1311677
INTS11	chr1	1311585	1324687
CPTP	chr1	1324756	1328896
TAS1R3	chr1	1331280	1335314
DVL1	chr1	1335276	1349418
MXRA8	chr1	1352689	1361777
AURKAIP1	chr1	1373730	1375207
CCNL2	chr1	1385711	1399335
MRPL20	chr1	1401909	1407293
ANKRD65	chr1	1418420	1421769
TMEM88B	chr1	1425871	1430255
LINC01770	chr1	1430539	1434573
VWA1	chr1	1434861	1442882
ATAD3C	chr1	1449689	1470163
ATAD3B	chr1	1471765	1497848
ATAD3A	chr1	1512162	1534685
TMEM240	chr1	1534778	1540624
SSU72	chr1	1541673	1574863
FNDC10	chr1	1598012	1600135
MIB2	chr1	1615454	1630605
MMP23B	chr1	1632163	1635263
CDK11B	chr1	1635225	1659012
SLC35E2B	chr1	1659529	1692795
CDK11A	chr1	1702379	1724357
NADK	chr1	1751232	1780457
GNB1	chr1	1785285	1892292
CALML6	chr1	1915108	1917296
TMEM52	chr1	1917590	1919279
CFAP74	chr1	1921951	2003837
GABRD	chr1	2019329	2030758
PRKCZ	chr1	2050411	2185395
FAAP20	chr1	2184461	2212720
SKI	chr1	2227388	2310213
MORN1	chr1	2321253	2391707
RER1	chr1	2391775	2405442
PEX10	chr1	2403964	2413797
PLCH2	chr1	2425980	2505532
PANK4	chr1	2508537	2526597
HES5	chr1	2528745	2530263
TNFRSF14	chr1	2555639	2565382
MMEL1	chr1	2590639	2633016
TTC34	chr1	2636986	2801693
ACTRT2	chr1	3021467	3022903
PRDM16	chr1	3069168	3438621
ARHGEF16	chr1	3454665	3481113
MEGF6	chr1	3487951	3611508
TPRG1L	chr1	3625015	3630127
WRAP73	chr1	3630767	3652761
TP73	chr1	3652516	3736201
CCDC27	chr1	3746460	3771645
SMIM1	chr1	3772749	3775982
LRRC47	chr1	3778559	3796498
CEP104	chr1	3812086	3857396
DFFB	chr1	3857267	3885429
C1orf174	chr1	3889125	3900293
LINC01134	chr1	3900347	3917225
LINC01346	chr1	3940486	3955262
LINC01345	chr1	3944547	3949024
LINC01777	chr1	4412027	4424689
LINC01646	chr1	4571481	4594016
AJAP1	chr1	4654609	4792534
NPHP4	chr1	5862811	5992473
KCNAB2	chr1	5990927	6101193
CHD5	chr1	6101787	6180321
RPL22	chr1	6185020	6209389
RNF207	chr1	6205475	6221299
ICMT	chr1	6221193	6235972
HES3	chr1	6244179	6245578
GPR153	chr1	6247353	6261098
ACOT7	chr1	6264269	6393767
HES2	chr1	6412418	6424670
ESPN	chr1	6424776	6461367
TNFRSF25	chr1	6460786	6466175
PLEKHG5	chr1	6467122	6520074
NOL9	chr1	6521347	6554513
TAS1R1	chr1	6555307	6579755
ZBTB48	chr1	6579994	6589280
KLHL21	chr1	6590724	6614607
PHF13	chr1	6613731	6624030
THAP3	chr1	6624868	6635586
DNAJC11	chr1	6634168	6701924
LINC01672	chr1	6724637	6730012
CAMTA1	chr1	6785454	7769706
VAMP3	chr1	7771296	7781432
PER3	chr1	7784291	7845177
UTS2	chr1	7843083	7853512
TNFRSF9	chr1	7915871	7943165
PARK7	chr1	7954291	7985505
ERRFI1	chr1	8004404	8026309
LINC01714	chr1	8201518	8215210
SLC45A1	chr1	8318114	8344167
RERE	chr1	8352397	8848921
ENO1	chr1	8861000	8879190
CA6	chr1	8945867	8975092
SLC2A7	chr1	9002973	9026423
SLC2A5	chr1	9035106	9088478
GPR157	chr1	9100305	9129102
MIR34AHG	chr1	9148011	9198906
H6PD	chr1	9234774	9271337
SPSB1	chr1	9292894	9369532
SLC25A33	chr1	9539465	9585173
TMEM201	chr1	9588911	9614877
PIK3CD	chr1	9629889	9729114
CLSTN1	chr1	9728926	9823984
CTNNBIP1	chr1	9848276	9910336
LZIC	chr1	9922113	9943407
NMNAT1	chr1	9943428	9985501
RBP7	chr1	9997206	10016021
UBE4B	chr1	10032832	10181239
KIF1B	chr1	10210570	10381603
PGD	chr1	10398592	10420511
CENPS	chr1	10430433	10442808
CORT	chr1	10450031	10451998
DFFA	chr1	10456522	10472529
PEX14	chr1	10472288	10630758
CASZ1	chr1	10636604	10796650
C1orf127	chr1	10946471	10982076
TARDBP	chr1	11012344	11030528
MASP2	chr1	11022009	11047239
SRM	chr1	11054584	11060020
EXOSC10	chr1	11066618	11099869
MTOR	chr1	11106535	11262556
ANGPTL7	chr1	11189355	11195981
UBIAD1	chr1	11273198	11296049
DISP3	chr1	11479155	11537551
LINC01647	chr1	11609468	11613358
FBXO2	chr1	11637018	11655785
FBXO44	chr1	11654375	11663327
FBXO6	chr1	11664200	11674354
MAD2L2	chr1	11658918	11691811
DRAXIN	chr1	11691710	11725857
AGTRAP	chr1	11736084	11754802
C1orf167	chr1	11761787	11789585
MTHFR	chr1	11785723	11806455
CLCN6	chr1	11806096	11848079
NPPA	chr1	11845709	11848345
NPPB	chr1	11857464	11858945
KIAA2013	chr1	11919591	11926428
PLOD1	chr1	11934205	11975538
MFN2	chr1	11980181	12015211
MIIP	chr1	12019466	12032045
TNFRSF8	chr1	12063303	12144207
TNFRSF1B	chr1	12166991	12209228
VPS13D	chr1	12230030	12512047
DHRS3	chr1	12567910	12618210
AADACL4	chr1	12644085	12667076
AADACL3	chr1	12716110	12728760
PRAMEF12	chr1	12773738	12777906
PRAMEF1	chr1	12791397	12796628
LINC01784	chr1	12822686	12823159
PRAMEF11	chr1	12824605	12831410
HNRNPCL1	chr1	12847377	12848720
PRAMEF2	chr1	12857086	12861909
PRAMEF4	chr1	12879212	12886201
PRAMEF10	chr1	12892896	12898270
PRAMEF7	chr1	12916610	12920751
PRAMEF6	chr1	12938472	12947580
PRAMEF27	chr1	13049476	13056575
HNRNPCL3	chr1	13060769	13062878
PRAMEF25	chr1	13068677	13077884
HNRNPCL2	chr1	13115488	13116854
PRAMEF26	chr1	13148905	13158116
HNRNPCL4	chr1	13163914	13165631
PRAMEF9	chr1	13171848	13179459
PRAMEF13	chr1	13196188	13201409
PRAMEF18	chr1	13222695	13226154
PRAMEF5	chr1	13254198	13263435
PRAMEF8	chr1	13281304	13285137
PRAMEF33	chr1	13303539	13308907
PRAMEF15	chr1	13315581	13322598
PRAMEF14	chr1	13341892	13347134
PRAMEF19	chr1	13368431	13371947
PRAMEF17	chr1	13389632	13392629
PRAMEF20	chr1	13410450	13421328
LRRC38	chr1	13474973	13514003
PDPN	chr1	13583465	13617957
PRDM2	chr1	13700188	13825079
KAZN	chr1	13892792	15118043
KAZN-AS1	chr1	14338825	14419973
TMEM51	chr1	15152532	15220478
FHAD1	chr1	15236521	15400283
EFHD2	chr1	15409888	15430339
CTRC	chr1	15438442	15449242
CELA2A	chr1	15456728	15472091
CELA2B	chr1	15465909	15491395
CASP9	chr1	15490832	15526534
DNAJC16	chr1	15526813	15592379
AGMAT	chr1	15571699	15585051
DDI2	chr1	15617458	15669044
RSC1A1	chr1	15659713	15662033
PLEKHM2	chr1	15684320	15734769
SLC25A34	chr1	15736258	15741392
TMEM82	chr1	15742499	15747982
FBLIM1	chr1	15756607	15786594
UQCRHL	chr1	15807169	15809348
SPEN	chr1	15836095	15940456
ZBTB17	chr1	15941869	15976132
SRARP	chr1	16004236	16008807
HSPB7	chr1	16014028	16019594
CLCNKA	chr1	16018875	16034050
CLCNKB	chr1	16040252	16057311
FAM131C	chr1	16057769	16073651
EPHA2	chr1	16124337	16156069
ARHGEF19	chr1	16197854	16212652
FBXO42	chr1	16246840	16352480
SZRD1	chr1	16352575	16398145
SPATA21	chr1	16387117	16437424
NECAP2	chr1	16440721	16460078
LINC01772	chr1	16460948	16468481
LINC01783	chr1	16533886	16535649
NBPF1	chr1	16562319	16613562
CROCC	chr1	16740273	16972964
MFAP2	chr1	16974502	16980632
ATP13A2	chr1	16985958	17011928
SDHB	chr1	17018664	17054032
PADI2	chr1	17066761	17119451
PADI1	chr1	17205128	17246007
PADI3	chr1	17249098	17284233
PADI4	chr1	17308195	17364004
PADI6	chr1	17372196	17401699
RCC2	chr1	17406760	17439677
ARHGEF10L	chr1	17539698	17697874
ACTL8	chr1	17755333	17827063
LINC01654	chr1	18065657	18074412
IGSF21	chr1	18107798	18378483
KLHDC7A	chr1	18480930	18485974
PAX7	chr1	18630846	18748866
TAS1R2	chr1	18839599	18859660
ALDH4A1	chr1	18871430	18902724
IFFO2	chr1	18904280	18956676
UBR4	chr1	19074510	19210266
EMC1	chr1	19215660	19251552
MRTO4	chr1	19251805	19260128
AKR7A3	chr1	19282573	19288770
AKR7A2	chr1	19303965	19312144
CAPZB	chr1	19338775	19485539
NBL1	chr1	19596979	19658456
HTR6	chr1	19664875	19680966
TMCO4	chr1	19682240	19799945
RNF186	chr1	19814029	19815283
OTUD3	chr1	19882395	19912945
PLA2G2E	chr1	19920009	19923617
PLA2G2A	chr1	19975431	19980416
PLA2G5	chr1	20028179	20091911
PLA2G2D	chr1	20111939	20119566
PLA2G2F	chr1	20139323	20150381
PLA2G2C	chr1	20161253	20186518
UBXN10	chr1	20186096	20196050
LINC01757	chr1	20243095	20244664
VWA5B1	chr1	20290875	20359518
LINC01141	chr1	20360579	20431234
CAMK2N1	chr1	20482391	20486210
MUL1	chr1	20499448	20508151
FAM43B	chr1	20552573	20555020
CDA	chr1	20589086	20618903
PINK1	chr1	20633458	20651511
DDOST	chr1	20651767	20661544
KIF17	chr1	20664014	20718017
SH2D5	chr1	20719731	20732837
HP1BP3	chr1	20740266	20787323
EIF4G3	chr1	20806292	21177285
ECE1	chr1	21217247	21345572
NBPF3	chr1	21440128	21485005
ALPL	chr1	21509397	21578410
RAP1GAP	chr1	21596221	21669357
USP48	chr1	21678298	21783606
LDLRAD2	chr1	21812265	21825225
HSPG2	chr1	21822244	21937310
CELA3B	chr1	21977022	21998642
CELA3A	chr1	22001657	22012542
LINC01635	chr1	22023990	22026048
CDC42	chr1	22052627	22101360
WNT4	chr1	22117313	22143969
ZBTB40	chr1	22428838	22531157
EPHA8	chr1	22563489	22603595
C1QA	chr1	22635077	22639678
C1QC	chr1	22643014	22648110
C1QB	chr1	22652762	22661637
EPHB2	chr1	22710839	22921500
LACTBL1	chr1	22953043	22972866
TEX46	chr1	23010834	23019100
KDM1A	chr1	23019443	23083689
LUZP1	chr1	23084030	23177808
HTR1D	chr1	23191895	23217502
LINC01355	chr1	23281307	23287488
HNRNPR	chr1	23303771	23344336
ZNF436	chr1	23359448	23369836
TCEA3	chr1	23380909	23424748
ASAP3	chr1	23428563	23484568
E2F2	chr1	23506438	23531233
ID3	chr1	23557926	23559501
MDS2	chr1	23581495	23640568
RPL11	chr1	23691742	23696835
ELOA	chr1	23743448	23762059
PITHD1	chr1	23778418	23788232
LYPLA2	chr1	23791145	23795539
GALE	chr1	23795599	23800781
HMGCL	chr1	23801885	23838620
FUCA1	chr1	23845077	23868290
CNR2	chr1	23870515	23913362
PNRC2	chr1	23956839	23963462
SRSF10	chr1	23964347	23980927
MYOM3	chr1	24056035	24112135
IL22RA1	chr1	24119771	24143140
IFNLR1	chr1	24154168	24187959
GRHL3	chr1	24199558	24364482
STPG1	chr1	24356999	24416934
NIPAL3	chr1	24415802	24472976
RCAN3	chr1	24502351	24541040
NCMAP	chr1	24556087	24609328
SRRM1	chr1	24631716	24673281
CLIC4	chr1	24745382	24844321
RUNX3	chr1	24899511	24965121
SYF2	chr1	25222276	25232502
RSRP1	chr1	25242249	25338213
RHD	chr1	25272393	25330445
TMEM50A	chr1	25338317	25362361
RHCE	chr1	25362249	25430192
LDLRAP1	chr1	25543606	25568886
MAN1C1	chr1	25616791	25786206
SELENON	chr1	25800193	25818221
MTFR1L	chr1	25818640	25832942
AUNIP	chr1	25831913	25859458
PAQR7	chr1	25861484	25875708
STMN1	chr1	25884181	25906991
PAFAH2	chr1	25959767	25998117
EXTL1	chr1	26019884	26036464
SLC30A2	chr1	26037252	26046118
TRIM63	chr1	26051301	26068436
PDIK1L	chr1	26111165	26125555
FAM110D	chr1	26159079	26163962
C1orf232	chr1	26164101	26168963
ZNF593	chr1	26169908	26170873
CNKSR1	chr1	26177484	26189884
CATSPER4	chr1	26190561	26202968
CEP85	chr1	26234200	26278808
SH3BGRL3	chr1	26280086	26281522
UBXN11	chr1	26281328	26318363
CD52	chr1	26317958	26320523
CRYBG2	chr1	26321698	26360080
ZNF683	chr1	26361634	26374522
LIN28A	chr1	26410817	26429728
DHDDS	chr1	26432282	26471306
HMGN2	chr1	26472440	26476642
RPS6KA1	chr1	26529761	26575030
ARID1A	chr1	26693236	26782104
PIGV	chr1	26787054	26800659
ZDHHC18	chr1	26826688	26857604
SFN	chr1	26863149	26864456
GPN2	chr1	26876132	26890283
GPATCH3	chr1	26890488	26900467
NUDC	chr1	26900238	26946871
NR0B2	chr1	26911489	26913975
KDF1	chr1	26949562	26960468
TRNP1	chr1	26993692	27000886
SLC9A1	chr1	27098809	27166981
WDTC1	chr1	27234632	27308636
TMEM222	chr1	27322145	27336400
SYTL1	chr1	27342020	27353937
MAP3K6	chr1	27355184	27366961
FCN3	chr1	27369110	27374824
CD164L2	chr1	27379176	27383333
GPR3	chr1	27392622	27395814
WASF2	chr1	27404230	27490167
AHDC1	chr1	27534035	27604431
FGR	chr1	27612064	27635185
LINC02574	chr1	27660328	27666279
IFI6	chr1	27666064	27672212
FAM76A	chr1	27725961	27763116
STX12	chr1	27773219	27824443
PPP1R8	chr1	27830782	27851676
THEMIS2	chr1	27872543	27886685
RPA2	chr1	27891524	27914746
SMPDL3B	chr1	27935000	27959157
XKR8	chr1	27959588	27968093
EYA3	chr1	27970344	28088637
PTAFR	chr1	28147166	28193936
DNAJC8	chr1	28199456	28233029
SESN2	chr1	28259518	28282491
MED18	chr1	28329002	28335965
PHACTR4	chr1	28369582	28500364
RCC1	chr1	28505943	28539300
TRNAU1AP	chr1	28553085	28578545
TAF12	chr1	28587829	28648291
RAB42	chr1	28592200	28595449
GMEB1	chr1	28668778	28719353
YTHDF2	chr1	28736621	28769775
OPRD1	chr1	28812170	28871267
EPB41	chr1	28887091	29120046
TMEM200B	chr1	29119429	29123903
SRSF4	chr1	29147743	29181900
MECR	chr1	29192657	29230942
PTPRU	chr1	29236516	29326813
LINC01756	chr1	29329620	29350114
LINC01648	chr1	30013952	30037612
MATN1	chr1	30711277	30723585
LAPTM5	chr1	30732469	30757774
LINC01778	chr1	30824217	30834864
SDC3	chr1	30869466	30908758
PUM1	chr1	30931506	31065991
NKAIN1	chr1	31179745	31239887
SNRNP40	chr1	31259568	31296788
ZCCHC17	chr1	31296982	31364953
FABP3	chr1	31365253	31376850
SERINC2	chr1	31409565	31434680
TINAGL1	chr1	31576485	31587686
HCRTR1	chr1	31617686	31632518
PEF1	chr1	31629866	31644896
COL16A1	chr1	31652263	31704319
ADGRB2	chr1	31727117	31764893
SPOCD1	chr1	31790422	31816022
PTP4A2	chr1	31906421	31944856
KHDRBS1	chr1	32013868	32060850
TMEM39B	chr1	32072031	32102866
KPNA6	chr1	32108056	32176563
TXLNA	chr1	32179675	32198285
CCDC28B	chr1	32200595	32205453
IQCC	chr1	32205671	32208682
DCDC2B	chr1	32209089	32216192
TMEM234	chr1	32214472	32222359
EIF3I	chr1	32221077	32245397
FAM167B	chr1	32247222	32248856
LCK	chr1	32251244	32286165
HDAC1	chr1	32292083	32333635
MARCKSL1	chr1	32333839	32336233
TSSK3	chr1	32351521	32364312
FAM229A	chr1	32361270	32364278
BSDC1	chr1	32364633	32394731
ZBTB8B	chr1	32465072	32496686
ZBTB8A	chr1	32539427	32605941
ZBTB8OS	chr1	32600172	32650903
RBBP4	chr1	32651142	32686211
SYNC	chr1	32679906	32703596
S100PBP	chr1	32816767	32858875
FNDC5	chr1	32862268	32872482
HPCA	chr1	32885994	32898441
TMEM54	chr1	32894594	32901438
RNF19B	chr1	32936445	32964809
AK2	chr1	33007986	33080996
AZIN2	chr1	33081104	33123492
TRIM62	chr1	33145399	33182059
ZNF362	chr1	33256492	33300719
A3GALT2	chr1	33306766	33321098
PHC2	chr1	33323623	33431095
ZSCAN20	chr1	33472645	33501643
CSMD2	chr1	33513998	34165842
HMGB4	chr1	33860475	33864791
C1orf94	chr1	34166883	34219131
SMIM12	chr1	34712737	34859755
GJB5	chr1	34755047	34758512
GJB4	chr1	34759740	34762327
GJB3	chr1	34781214	34786369
GJA4	chr1	34792999	34795747
DLGAP3	chr1	34865436	34929650
TMEM35B	chr1	34981380	34985347
ZMYM6	chr1	34986165	35031945
ZMYM1	chr1	35032172	35115859
SFPQ	chr1	35176378	35193446
ZMYM4	chr1	35268709	35422058
KIAA0319L	chr1	35393883	35557950
NCDN	chr1	35557473	35567274
TFAP2E	chr1	35573314	35595328
PSMB2	chr1	35599541	35641526
C1orf216	chr1	35713877	35718894
CLSPN	chr1	35720218	35769978
AGO4	chr1	35808016	35857890
AGO1	chr1	35869808	35930532
AGO3	chr1	35930718	36072500
TEKT2	chr1	36084094	36088275
COL8A2	chr1	36095239	36125222
TRAPPC3	chr1	36136570	36156053
MAP7D1	chr1	36155579	36180849
THRAP3	chr1	36224432	36305357
SH3D21	chr1	36306368	36329340
EVA1B	chr1	36322030	36324154
STK40	chr1	36339624	36385924
LSM10	chr1	36391238	36397908
OSCP1	chr1	36415827	36450451
MRPS15	chr1	36455718	36464384
CSF3R	chr1	36466043	36483278
GRIK3	chr1	36795527	37034515
ZC3H12A	chr1	37474580	37484377
MEAF6	chr1	37489993	37514766
SNIP1	chr1	37534449	37554293
DNALI1	chr1	37556919	37566857
GNL2	chr1	37566816	37595937
RSPO1	chr1	37611350	37634892
CDCA8	chr1	37692481	37709719
EPHA10	chr1	37713880	37765133
MANEAL	chr1	37793847	37801137
YRDC	chr1	37802945	37808208
C1orf122	chr1	37806979	37809454
MTF1	chr1	37809574	37859592
INPP5B	chr1	37860697	37947053
SF3A3	chr1	37956975	37990075
FHL3	chr1	37996770	38005606
UTP11	chr1	38009258	38024820
POU3F1	chr1	38043829	38046793
LINC01343	chr1	38209034	38214806
LINC01685	chr1	38474825	38516520
RRAGC	chr1	38838198	38859772
MYCBP	chr1	38862493	38873368
GJA9	chr1	38874069	38881587
RHBDL2	chr1	38885807	38941830
AKIRIN1	chr1	38991276	39006059
NDUFS5	chr1	39026318	39034636
MACF1	chr1	39081316	39487177
BMP8A	chr1	39491636	39529869
PABPC4	chr1	39560709	39576790
HEYL	chr1	39623435	39639643
NT5C1A	chr1	39651229	39672107
HPCAL4	chr1	39678648	39691485
PPIE	chr1	39692182	39763914
BMP8B	chr1	39757182	39788865
OXCT2	chr1	39769523	39771348
TRIT1	chr1	39838110	39883511
MYCL	chr1	39895428	39902256
MFSD2A	chr1	39955112	39969968
CAP1	chr1	40040233	40072649
PPT1	chr1	40072710	40097260
RLF	chr1	40161387	40240921
TMCO2	chr1	40245947	40251684
ZMPSTE24	chr1	40258041	40294180
COL9A2	chr1	40300489	40317813
SMAP2	chr1	40344850	40423326
ZFP69B	chr1	40450102	40463718
ZFP69	chr1	40477290	40496343
EXO5	chr1	40508741	40516038
ZNF684	chr1	40531573	40548167
RIMS3	chr1	40620680	40665682
NFYC	chr1	40691648	40771603
KCNQ4	chr1	40783787	40840452
CITED4	chr1	40861054	40862363
CTPS1	chr1	40979300	41012565
SLFNL1	chr1	41015589	41023237
SCMH1	chr1	41027202	41242306
FOXO6	chr1	41361922	41383590
EDN2	chr1	41478775	41484683
HIVEP3	chr1	41506365	42035925
GUCA2B	chr1	42153410	42155820
GUCA2A	chr1	42162690	42164745
FOXJ3	chr1	42176539	42335877
RIMKLA	chr1	42380792	42424232
ZMYND12	chr1	42430329	42456253
PPCS	chr1	42456117	42473385
CCDC30	chr1	42463221	42657190
PPIH	chr1	42658335	42676758
YBX1	chr1	42682418	42703805
CLDN19	chr1	42733093	42740254
P3H1	chr1	42746335	42767084
C1orf50	chr1	42767245	42779491
TMEM269	chr1	42784991	42816619
SVBP	chr1	42807052	42817397
ERMAP	chr1	42817122	42844991
ZNF691	chr1	42846573	42852477
SLC2A1	chr1	42925353	42958893
EBNA1BP2	chr1	43164175	43270936
CFAP57	chr1	43172330	43254358
TMEM125	chr1	43269983	43274002
C1orf210	chr1	43281877	43285617
TIE1	chr1	43300982	43323108
MPL	chr1	43337818	43354466
CDC20	chr1	43358981	43363203
ELOVL1	chr1	43363398	43368074
MED8	chr1	43383917	43389808
SZT2	chr1	43389882	43454247
HYI	chr1	43450989	43453989
PTPRF	chr1	43525187	43623666
KDM4A	chr1	43650149	43705518
ST3GAL3	chr1	43705824	43931165
ARTN	chr1	43933320	43937240
IPO13	chr1	43946950	43968022
DPH2	chr1	43970000	43973369
ATP6V0B	chr1	43974487	43978295
B4GALT2	chr1	43978943	43991170
CCDC24	chr1	43991359	43996528
SLC6A9	chr1	43991500	44031467
KLF17	chr1	44118821	44135140
KLF18	chr1	44137821	44141631
DMAP1	chr1	44213455	44220681
ERI3	chr1	44221070	44355260
RNF220	chr1	44405194	44651723
TMEM53	chr1	44635238	44674481
KIF2C	chr1	44739818	44767767
RPS8	chr1	44775251	44778779
BEST4	chr1	44783585	44788170
PLK3	chr1	44800377	44805990
BTBD19	chr1	44808523	44815585
PTCH2	chr1	44819844	44843253
EIF2B3	chr1	44850522	44986722
HECTD3	chr1	45002540	45011324
UROD	chr1	45010950	45015575
ZSWIM5	chr1	45016399	45306209
LINC01144	chr1	45303910	45305619
HPDL	chr1	45326895	45328710
MUTYH	chr1	45329163	45340893
TOE1	chr1	45340052	45343973
TESK2	chr1	45343883	45491163
CCDC163	chr1	45493866	45500079
MMACHC	chr1	45500300	45513382
PRDX1	chr1	45510914	45542732
AKR1A1	chr1	45550543	45570049
NASP	chr1	45583846	45618904
CCDC17	chr1	45620044	45624057
GPBP1L1	chr1	45627304	45688113
TMEM69	chr1	45688181	45694436
IPP	chr1	45694324	45750653
MAST2	chr1	45786987	46036122
PIK3R3	chr1	46040140	46133036
TSPAN1	chr1	46175073	46185962
POMGNT1	chr1	46188683	46220305
LURAP1	chr1	46203334	46221256
RAD54L	chr1	46246461	46278480
LRRC41	chr1	46261196	46303616
UQCRH	chr1	46303698	46316776
NSUN4	chr1	46340789	46365152
FAAH	chr1	46394317	46413848
DMBX1	chr1	46489836	46516216
KNCN	chr1	46545641	46551647
MKNK1	chr1	46557407	46616843
MOB3C	chr1	46607719	46616811
ATPAF1	chr1	46632737	46673867
TEX38	chr1	46668855	46673594
EFCAB14	chr1	46674659	46719146
CYP4B1	chr1	46757838	46819413
CYP4A11	chr1	46929177	46941484
CYP4X1	chr1	47023669	47050751
CYP4Z1	chr1	47067231	47118318
CYP4A22-AS1	chr1	47096653	47179271
CYP4A22	chr1	47137435	47149727
PDZK1IP1	chr1	47183582	47191044
TAL1	chr1	47216290	47232225
STIL	chr1	47250139	47314892
CMPK1	chr1	47333790	47394866
FOXE3	chr1	47416285	47418052
FOXD2	chr1	47438044	47440691
LINC01738	chr1	47688463	47704029
TRABD2B	chr1	47760528	47997385
SLC5A9	chr1	48222685	48248644
SPATA6	chr1	48295373	48472208
AGBL4	chr1	48532854	50023954
BEND5	chr1	48727519	48776969
ELAVL4	chr1	50024029	50203772
DMRTA2	chr1	50417550	50423443
FAF1	chr1	50437028	50960267
CDKN2C	chr1	50960745	50974634
C1orf185	chr1	51102221	51148086
LINC01562	chr1	51195095	51235096
RNF11	chr1	51236273	51273447
TTC39A	chr1	51287258	51345116
EPS15	chr1	51354263	51519328
